=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.02 15:52:15 =~=~=~=~=~=~=~=~=~=~=~=
0, 77
58
914, 65
915, 60
916, 60
917, 59
918, 58
919, 66
0, 78
1, 59
2, 58
08, 58
909, 57
910, 65
911, 59
912, 59
913, 58
914, 65
915, 60
916, 60
917, 59
918, 58
919, 66
0, 78
1, 59
2, 58
08, 58
909, 57
910, 65
911, 59
912, 59
913, 58
914, 65
915, 60
916, 60
917, 59
918, 58
919, 66
0, 78
1, 59
2, 58
0, 150
1, 213
2, 204
3, 248
4, 228
5, 281
6, 258
7, 279
8, 282
9, 301
10, 318
11, 304
12, 286
13, 301
14, 336
15, 313
16, 297
17, 331
18, 322
19, 321
20, 317
21, 338
22, 334
23, 332
24, 342
25, 342
26, 337
27, 327
28, 341
29, 360
30, 352
31, 331
32, 354
33, 366
34, 347
35, 320
36, 355
37, 371
38, 348
39, 342
40, 357
41, 364
42, 347
43, 342
44, 382
45, 359
46, 339
47, 355
48, 368
49, 371
50, 348
51, 348
52, 376
53, 371
54, 352
55, 372
56, 385
57, 365
58, 348
59, 379
60, 385
61, 357
62, 341
63, 382
64, 375
65, 354
66, 373
67, 378
68, 365
69, 336
70, 347
71, 389
72, 377
73, 354
74, 368
75, 382
76, 376
77, 348
78, 370
79, 381
80, 367
81, 361
82, 386
83, 384
84, 373
85, 381
86, 390
87, 377
88, 355
89, 372
90, 391
91, 382
92, 365
93, 374
94, 380
95, 364
96, 361
97, 376
98, 376
99, 353
100, 353
101, 344
102, 355
103, 348
104, 359
105, 357
106, 356
107, 364
108, 378
109, 383
110, 374
111, 384
112, 384
113, 378
114, 382
115, 376
116, 381
117, 378
118, 377
119, 365
120, 367
121, 359
122, 369
123, 354
124, 363
125, 370
126, 371
127, 372
128, 381
129, 373
130, 394
131, 382
132, 399
133, 397
134, 392
135, 400
136, 400
137, 394
138, 392
139, 384
140, 384
141, 383
142, 368
143, 379
144, 369
145, 363
146, 360
147, 370
148, 365
149, 375
150, 362
151, 382
152, 385
153, 379
154, 395
155, 385
156, 389
157, 387
158, 382
159, 384
160, 372
161, 365
162, 370
163, 369
164, 362
165, 374
166, 358
167, 363
168, 368
169, 374
170, 376
171, 386
172, 397
173, 397
174, 401
175, 403
176, 400
177, 400
178, 392
179, 388
180, 389
181, 388
182, 385
183, 381
184, 367
185, 372
186, 373
187, 365
188, 356
189, 361
190, 374
191, 377
192, 381
193, 385
194, 388
195, 399
196, 403
197, 404
198, 402
199, 402
200, 390
201, 385
202, 382
203, 374
204, 380
205, 383
206, 386
207, 372
208, 367
209, 367
210, 370
211, 367
212, 365
213, 365
214, 365
215, 374
216, 388
217, 371
218, 392
219, 399
220, 398
221, 400
222, 400
223, 400
224, 392
225, 386
226, 384
227, 383
228, 366
229, 354
230, 358
231, 358
232, 354
233, 365
234, 384
235, 389
236, 396
237, 394
238, 392
239, 390
240, 393
241, 389
242, 397
243, 386
244, 393
245, 397
246, 392
247, 391
248, 390
249, 383
250, 367
251, 362
252, 362
253, 376
254, 379
255, 382
256, 386
257, 389
258, 378
259, 372
260, 389
261, 407
262, 405
263, 404
264, 400
265, 389
266, 379
267, 390
268, 385
269, 383
270, 381
271, 375
272, 361
273, 352
274, 360
275, 373
276, 374
277, 377
278, 374
279, 381
280, 383
281, 402
282, 411
283, 399
284, 393
285, 390
286, 387
287, 393
288, 399
289, 396
290, 381
291, 375
292, 380
293, 371
294, 384
295, 377
296, 354
297, 357
